facility_id,facility_type,longitude_clean,latitude_clean,geom,med_officers,nurses_midwives,chews,lab_scientists,pharm_techs,adequacy_status
HF00916,Primary Health Centre,8.656789,8.641654,\x01\x01\x00\x00\x00\xBE\xBE\xD6\xA5FP!@\xF7\xB1\x82\xDF\x86H!@,0.0,8.0,7.0,1.0,2.0,adequate
HF00337,Primary Health Centre,,,,1.0,1.0,5.0,1.0,0.0,inadequate
HF00077,Comprehensive Health Centre,6.538537,9.381455,\x01\x01\x00\x00\x00j\xBEJ>v\x27\x1A@\x97\xCA\xDB\x11N\xC3\x22@,1.0,4.0,4.0,1.0,2.0,adequate
HF01276,Cottage Hospital,9.822889,9.914023,"\x01\x01\x00\x00\x00\xEEy\xFE\xB4Q\xA5#@h\x95\x99\xD2\xFA\xD3#@",0.0,10.0,16.0,2.0,4.0,inadequate
HF00797,Comprehensive Health Centre,10.014904,8.257483,\x01\x01\x00\x00\x00\xBF(A\x7F\xA1\x07$@L\x8D\xD0\xCF\xD4\x83 @,,,,,,no_personnel_record
HF00850,Health Post,9.574008,8.497804,"\x01\x01\x00\x00\x00\xE4Hg`\xE4%#@\xCF\xA2w*\xE0\xFE @",0.0,0.0,2.0,0.0,0.0,adequate
HF900035,Primary Health Centre,6.30289,9.608775,"\x01\x01\x00\x00\x00J$\xD1\xCB(6\x19@\xAB>W[\xB17#@",,,,,,no_personnel_record
HF00966,Primary Health Centre,9.562662,10.376776,"\x01\x01\x00\x00\x00fg\xD1;\x15 #@\xDC\xD5\xAB\xC8\xE8\xC0$@",1.0,3.0,3.0,0.0,1.0,adequate
HF01048,Health Post,10.001199,10.604913,\x01\x01\x00\x00\x00h\x93\xC3\x27\x9D\x00$@\xBA\xD9\x1F(\xB75%@,0.0,3.0,3.0,0.0,0.0,adequate
HF00849,Health Post,9.376616,8.598739,\x01\x01\x00\x00\x00\xF9L\xF6\xCF\xD3\xC0\x22@\xF3\xAD\x0F\xEB\x8D2!@,0.0,0.0,2.0,0.0,0.0,adequate
HF01191,General Hospital,10.071297,8.936743,\x01\x01\x00\x00\x00\x17\x9BV\x0A\x81$$@\x8C\x83K\xC7\x9C\xDF!@,6.0,15.0,9.0,2.0,0.0,inadequate
HF01014,Health Post,10.378728,11.445765,"\x01\x01\x00\x00\x00\xB3(\xEC\xA2\xE8\xC1$@#gaO;\xE4&@",1.0,3.0,4.0,0.0,0.0,adequate
HF00093,Health Post,7.256004,9.771679,"\x01\x01\x00\x00\x00\xAB\x94\x9E\xE9%\x06\x1D@\x1D\x05\x88\x82\x19\x8B#@",0.0,0.0,1.0,0.0,0.0,inadequate
HF00111,Primary Health Centre,6.958013,9.850584,"\x01\x01\x00\x00\x00G\x92 \x5C\x01\xD5\x1B@q\x00\xFD\xBE\x7F\xB3#@",1.0,5.0,2.0,1.0,0.0,inadequate
HF00236,Health Post,7.335736,7.478305,\x01\x01\x00\x00\x00\x03\x5C\x90-\xCBW\x1D@\x99\x0D2\xC9\xC8\xE9\x1D@,0.0,0.0,0.0,1.0,0.0,inadequate
HF00308,Comprehensive Health Centre,7.480383,7.786838,\x01\x01\x00\x00\x00\xAC7j\x85\xE9\xEB\x1D@\x0D\x00U\xDC\xB8%\x1F@,2.0,10.0,0.0,3.0,0.0,inadequate
HF00870,Primary Health Centre,9.113861,9.046058,\x01\x01\x00\x00\x00h\x94.\xFDK:\x22@7p\x07\xEA\x94\x17\x22@,2.0,4.0,5.0,0.0,0.0,adequate
HF00962,Primary Health Centre,9.204642,10.215874,\x01\x01\x00\x00\x00\xAC\xC6\x12\xD6\xC6h\x22@\x08\x1Dt\x09\x87n$@,0.0,1.0,4.0,1.0,0.0,inadequate
HF00974,Health Post,9.867766,10.597033,"\x01\x01\x00\x00\x00V)=\xD3K\xBC#@\xFAC3O\xAE1%@",0.0,1.0,1.0,0.0,0.0,inadequate
HF01022,Primary Health Centre,10.305186,11.051673,"\x01\x01\x00\x00\x00\xE5d\xE2VA\x9C$@#,*\xE2t\x1A&@",,,,,,no_personnel_record
HF01034,Health Post,10.354531,10.374949,\x01\x01\x00\x00\x00\x1B\xD6T\x16\x85\xB5$@\xF8U\xB9P\xF9\xBF$@,0.0,0.0,3.0,0.0,1.0,adequate
HF00718,Health Post,8.667394,8.173917,\x01\x01\x00\x00\x00\xDF\x17\x97\xAA\xB4U!@\xD6o&\xA6\x0BY @,0.0,3.0,2.0,0.0,0.0,adequate
HF01198,Primary Health Centre,10.166476,9.118339,"\x01\x01\x00\x00\x00F#\x9FW<U$@\xC5\xAE\xED\xED\x96<\x22@",0.0,0.0,2.0,0.0,0.0,inadequate
HF00548,Primary Health Centre,7.671103,9.642942,"\x01\x01\x00\x00\x00m\xFD\xF4\x9F5\xAF\x1E@\x1Ds\x9E\xB1/I#@",1.0,2.0,1.0,0.0,0.0,inadequate
HF01157,Health Post,9.82279,9.509212,"\x01\x01\x00\x00\x00\xA1\xF3\x1A\xBBD\xA5#@%vmo\xB7\x04#@",0.0,0.0,1.0,0.0,0.0,inadequate
HF00884,Health Post,8.46022,9.251456,\x01\x01\x00\x00\x00$\xEE\xB1\xF4\xA1\xEB @\x15\xC4@\xD7\xBE\x80\x22@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00365,Health Post,6.529803,8.777148,\x01\x01\x00\x00\x00oJy\xAD\x84\x1E\x1A@\xBAM\xB8W\xE6\x8D!@,,,,,,no_personnel_record
HF00378,Health Post,6.806389,7.752265,\x01\x01\x00\x00\x00\xA5j\xBB\x09\xBE9\x1B@\xA7\xB3\x93\xC1Q\x02\x1F@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00813,Primary Health Centre,9.025526,8.311861,\x01\x01\x00\x00\x008en\xBE\x11\x0D\x22@\xB4\xCB\xB7>\xAC\x9F @,0.0,0.0,1.0,1.0,0.0,inadequate
HF01009,Health Post,10.281216,11.489221,"\x01\x01\x00\x00\x00P9&\x8B\xFB\x8F$@h\x08\xC7,{\xFA&@",0.0,2.0,3.0,0.0,0.0,adequate
HF00704,Health Post,8.706928,11.336231,\x01\x01\x00\x00\x00\xDD@\x81w\xF2i!@\x81\xCD9x&\xAC&@,0.0,0.0,2.0,0.0,1.0,adequate
HF00102,Health Post,7.531738,9.846981,"\x01\x01\x00\x00\x00k) \xED\x7F \x1E@\xB0\xAA^~\xA7\xB1#@",0.0,1.0,1.0,0.0,0.0,inadequate
HF01069,Primary Health Centre,9.841191,10.908481,"\x01\x01\x00\x00\x00\x0Ba5\x96\xB0\xAE#@#\x13\xF0k$\xD1%@",0.0,8.0,3.0,3.0,1.0,adequate
HF00782,Primary Health Centre,8.36865,7.40962,\x01\x01\x00\x00\x00?W[\xB1\xBF\xBC @l&\xDFls\xA3\x1D@,1.0,8.0,6.0,1.0,0.0,adequate
HF00221,Health Post,6.432695,10.360968,\x01\x01\x00\x00\x00%\x92\xE8e\x14\xBB\x19@\x18\xCE5\xCC\xD0\xB8$@,1.0,2.0,0.0,1.0,0.0,inadequate
HF00669,Comprehensive Health Centre,8.665795,11.147041,\x01\x01\x00\x00\x00>\xAE\x0D\x15\xE3T!@\x9FW<\xF5HK&@,2.0,0.0,11.0,2.0,2.0,inadequate
HF00626,Health Post,7.039971,10.97655,\x01\x01\x00\x00\x00W\x27g(\xEE(\x1C@N\xD1\x91\x5C\xFE\xF3%@,0.0,1.0,0.0,0.0,0.0,inadequate
HF00933,Health Post,8.613455,8.853192,\x01\x01\x00\x00\x00\xA7\x22\x15\xC6\x16:!@\xECj\xF2\x94\xD5\xB4!@,0.0,1.0,3.0,1.0,0.0,adequate
HF01130,Primary Health Centre,9.879404,11.594656,"\x01\x01\x00\x00\x00s\xF1\xB7=A\xC2#@\x88\xBDP\xC0v0\x27@",3.0,5.0,7.0,0.0,1.0,adequate
HF01146,Primary Health Centre,10.312119,9.259469,\x01\x01\x00\x00\x00\xA2\xEB\xC2\x0F\xCE\x9F$@\xD2\xA6\xEA\x1E\xD9\x84\x22@,0.0,0.0,3.0,0.0,0.0,inadequate
HF00070,Health Post,5.915863,9.409864,\x01\x01\x00\x00\x00>w\x82\xFD\xD7\xA9\x17@\x91\x9D\xB7\xB1\xD9\xD1\x22@,0.0,3.0,2.0,0.0,0.0,adequate
HF00173,Health Post,6.829183,10.168736,\x01\x01\x00\x00\x00\xBF\x98-Y\x15Q\x1B@\xD3P\xA3\x90dV$@,1.0,4.0,2.0,0.0,0.0,adequate
HF00433,Primary Health Centre,7.046457,8.808469,\x01\x01\x00\x00\x00\x5C\xAE~l\x92/\x1C@\xDF\xA8\x15\xA6\xEF\x9D!@,3.0,2.0,2.0,3.0,0.0,inadequate
HF00150,Health Post,7.224394,10.08792,\x01\x01\x00\x00\x00\xAC\xACm\x8A\xC7\xE5\x1C@\x22T\xA9\xD9\x03-$@,1.0,1.0,2.0,0.0,0.0,adequate
HF00482,Primary Health Centre,8.305827,10.159217,\x01\x01\x00\x00\x00\xB4wF[\x95\x9C @9\xEF\xFF\xE3\x84Q$@,1.0,1.0,3.0,0.0,2.0,inadequate
HF00283,Health Post,7.641555,8.077032,\x01\x01\x00\x00\x00TW>\xCB\xF3\x90\x1E@\xAF}\x01\xBDp\x27 @,0.0,1.0,1.0,0.0,0.0,inadequate
HF00386,Primary Health Centre,7.099591,8.034591,\x01\x01\x00\x00\x00\x5C\xE7\xDF.\xFBe\x1C@\xCDx[\xE9\xB5\x11 @,1.0,1.0,4.0,2.0,0.0,inadequate
HF01313,Primary Health Centre,10.335641,10.072283,"\x01\x01\x00\x00\x00\xBBd\x1C#\xD9\xAB$@\x11\x1D\x02G\x02%$@",,,,,,no_personnel_record
HF00210,Primary Health Centre,7.023242,10.508789,\x01\x01\x00\x00\x00\x14\x937\xC0\xCC\x17\x1C@\x0C!\xE7\xFD\x7F\x04%@,3.0,1.0,3.0,2.0,0.0,inadequate
HF00341,Primary Health Centre,8.956983,6.803892,\x01\x01\x00\x00\x00\xEB\xA7\xFF\xAC\xF9\xE9!@k\x10\xE6v/7\x1B@,2.0,0.0,3.0,1.0,1.0,inadequate
HF00599,Comprehensive Health Centre,7.491998,10.341278,\x01\x01\x00\x00\x00%\xCA\xDER\xCE\xF7\x1D@G\xB0q\xFD\xBB\xAE$@,0.0,4.0,4.0,2.0,6.0,inadequate
HF01180,Comprehensive Health Centre,9.670313,9.203031,"\x01\x01\x00\x00\x00\xD4*\xFAC3W#@\xFA%\xE2\xAD\xF3g\x22@",2.0,6.0,4.0,3.0,2.0,adequate
HF00339,Primary Health Centre,8.22584,7.654272,\x01\x01\x00\x00\x00\xDDA\xECL\xA1s @\x09\xC1\xAAz\xF9\x9D\x1E@,0.0,2.0,2.0,1.0,2.0,inadequate
HF00522,Health Post,8.366415,9.790939,"\x01\x01\x00\x00\x00\x16\x873\xBF\x9A\xBB @\x0BC\xE4\xF4\xF5\x94#@",0.0,0.0,1.0,0.0,0.0,inadequate
HF00390,Primary Health Centre,7.20362,7.951939,\x01\x01\x00\x00\x00\xFF>\xE3\xC2\x81\xD0\x1C@\xD5%\xE3\x18\xC9\xCE\x1F@,1.0,6.0,3.0,2.0,1.0,adequate
HF00036,Primary Health Centre,6.338552,9.581223,"\x01\x01\x00\x00\x00H\xFB\x1F`\xADZ\x19@\xB3]\xA1\x0F\x96)#@",0.0,2.0,6.0,1.0,0.0,adequate
HF00287,Primary Health Centre,7.813168,7.272497,\x01\x01\x00\x00\x00k\x9D\xB8\x1C\xAF@\x1F@O\x08\x1Dt\x09\x17\x1D@,,,,,,no_personnel_record
HF00623,Comprehensive Health Centre,6.946914,11.012054,\x01\x01\x00\x00\x00\x88\x7F\xD8\xD2\xA3\xC9\x1B@l\x92\x1F\xF1+\x06&@,0.0,0.0,12.0,2.0,3.0,inadequate
HF00315,Health Post,7.691968,7.631296,\x01\x01\x00\x00\x00\x9D\x83gB\x93\xC4\x1E@\xE9ahur\x86\x1E@,1.0,0.0,1.0,0.0,1.0,inadequate
HF01032,Health Post,10.446583,10.531729,\x01\x01\x00\x00\x00.\xE6\xE7\x86\xA6\xE4$@i\xAB\x92\xC8>\x10%@,0.0,0.0,1.0,1.0,1.0,inadequate
HF00319,Cottage Hospital,8.125017,7.265829,\x01\x01\x00\x00\x00X\xE3l:\x02@ @DP5z5\x10\x1D@,1.0,0.0,11.0,3.0,3.0,inadequate
HF00775,Comprehensive Health Centre,8.608941,7.964657,\x01\x01\x00\x00\x00\x17c`\x1D\xC77!@\x0Dnk\x0B\xCF\xDB\x1F@,0.0,3.0,18.0,2.0,0.0,inadequate
HF01114,Primary Health Centre,9.331458,11.496599,\x01\x01\x00\x00\x00\xC1\xFE\xEB\xDC\xB4\xA9\x22@\xDEs`9B\xFE&@,0.0,1.0,3.0,0.0,1.0,inadequate
HF01118,Health Post,9.271003,11.204682,\x01\x01\x00\x00\x00\x5C<\xBC\xE7\xC0\x8A\x22@\xE5(@\x14\xCCh&@,0.0,1.0,1.0,0.0,0.0,inadequate
HF00716,Comprehensive Health Centre,9.162223,7.853431,\x01\x01\x00\x00\x00iQ\x9F\xE4\x0ES\x22@\xFF\x91\xE9\xD0\xE9i\x1F@,,,,,,no_personnel_record
HF01307,Health Post,10.331032,9.767527,"\x01\x01\x00\x00\x00\xE4\xDB\xBB\x06}\xA9$@\x0F\x98\x87L\xF9\x88#@",1.0,2.0,1.0,0.0,0.0,inadequate
HF00062,Primary Health Centre,5.847472,9.075516,\x01\x01\x00\x00\x00T\x1A1\xB3\xCFc\x17@D\xA6|\x08\xAA&\x22@,0.0,4.0,3.0,1.0,0.0,adequate
HF00453,Primary Health Centre,,,,1.0,2.0,5.0,0.0,0.0,adequate
HF00631,Primary Health Centre,8.297274,10.988237,\x01\x01\x00\x00\x00\xF7\xE67L4\x98 @\xF1d73\xFA\xF9%@,,,,,,no_personnel_record
HF00163,General Hospital,7.372612,9.825712,"\x01\x01\x00\x00\x00|c\x08\x00\x8E}\x1D@Z\xD4\x27\xB9\xC3\xA6#@",4.0,12.0,10.0,0.0,3.0,inadequate
HF01010,Cottage Hospital,10.308312,11.50089,\x01\x01\x00\x00\x00\xC0\xED\x09\x12\xDB\x9D$@q\xC9q\xA7t\x00\x27@,16.0,16.0,0.0,0.0,1.0,inadequate
HF00729,Comprehensive Health Centre,8.217868,8.365974,\x01\x01\x00\x00\x00\x9A\xB0\xFDd\x8Co @c_\xB2\xF1`\xBB @,1.0,7.0,12.0,7.0,6.0,adequate
HF00876,Health Post,8.297465,8.620468,\x01\x01\x00\x00\x00\xC7h\x1DUM\x98 @\xD7mP\xFB\xAD=!@,0.0,2.0,3.0,0.0,1.0,adequate
HF00358,Primary Health Centre,6.634722222222222,8.0465,\x01\x01\x00\x00\x00\x9F\xF4I\x9F\xF4\x89\x1A@+\x87\x16\xD9\xCE\x17 @,1.0,0.0,4.0,0.0,0.0,inadequate
HF00254,Primary Health Centre,7.863119,8.300637,\x01\x01\x00\x00\x00\x939\x96w\xD5s\x1F@c\xEF\xC5\x17\xED\x99 @,0.0,0.0,2.0,1.0,0.0,inadequate
HF00097,Health Post,7.321908,9.436841,\x01\x01\x00\x00\x00wH1@\xA2I\x1D@\x97\x1A\xA1\x9F\xA9\xDF\x22@,0.0,1.0,1.0,0.0,0.0,inadequate
HF00245,Comprehensive Health Centre,7.396388,7.52661,\x01\x01\x00\x00\x00~\x1Bb\xBC\xE6\x95\x1D@z\xFC\xDE\xA6?\x1B\x1E@,1.0,6.0,2.0,4.0,1.0,inadequate
HF00114,Primary Health Centre,7.073944,9.378171,\x01\x01\x00\x00\x00\x13\xF1\xD6\xF9\xB7K\x1C@[\x97\x1A\xA1\x9F\xC1\x22@,1.0,0.0,4.0,1.0,0.0,inadequate
HF01264,Primary Health Centre,9.631287,10.053679,"\x01\x01\x00\x00\x00\xA8\xC7\xB6\x0C8C#@\xC7\xF6Z\xD0{\x1B$@",3.0,1.0,5.0,2.0,0.0,inadequate
HF00745,Primary Health Centre,8.429242,8.148335,"\x01\x01\x00\x00\x00\xA7#\x80\x9B\xC5\xDB @N\xB4\xAB\x90\xF2K @",0.0,6.0,2.0,0.0,0.0,inadequate
HF00137,Comprehensive Health Centre,6.875789,9.464973,\x01\x01\x00\x00\x00C\xC9\xE4\xD4\xCE\x80\x1B@\xC8\x0B\xE9\xF0\x10\xEE\x22@,0.0,6.0,7.0,1.0,2.0,inadequate
HF00013,Primary Health Centre,5.787011,9.350461,\x01\x01\x00\x00\x00x^*6\xE6%\x17@\x02\x0C\xCB\x9Fo\xB3\x22@,1.0,7.0,0.0,0.0,1.0,inadequate
HF00392,Primary Health Centre,7.220875,8.156061,\x01\x01\x00\x00\x00\x19\x04V\x0E-\xE2\x1C@\xB3\x5C6:\xE7O @,1.0,4.0,3.0,2.0,0.0,adequate
HF01194,General Hospital,10.236493,9.088785,\x01\x01\x00\x00\x00BwI\x9C\x15y$@/\xC0>:u-\x22@,2.0,9.0,17.0,1.0,1.0,inadequate
HF00506,Health Post,7.881317,10.393352,\x01\x01\x00\x00\x00\xA5\xA2\xB1\xF6w\x86\x1F@\xE4\xA1\xEFne\xC9$@,0.0,3.0,1.0,0.0,0.0,inadequate
HF00493,Health Post,7.904155,9.88681,"\x01\x01\x00\x00\x00=\x0F\xEE\xCE\xDA\x9D\x1F@\x12\x88\xD7\xF5\x0B\xC6#@",1.0,2.0,1.0,0.0,0.0,inadequate
HF00294,Primary Health Centre,7.846969,7.523123,\x01\x01\x00\x00\x00>\xE7n\xD7Kc\x1F@B$C\x8E\xAD\x17\x1E@,0.0,6.0,5.0,0.0,0.0,adequate
HF00207,Health Post,6.91537,10.657512,\x01\x01\x00\x00\x00E\xF5\xD6\xC0V\xA9\x1B@\x82t\xB1i\xA5P%@,0.0,3.0,3.0,0.0,1.0,adequate
HF00807,Comprehensive Health Centre,10.088412,8.380318,\x01\x01\x00\x00\x00\xDD%qVD-$@\x07)x\x0A\xB9\xC2 @,1.0,7.0,10.0,2.0,2.0,adequate
HF01280,Primary Health Centre,9.983622,10.245049,"\x01\x01\x00\x00\x00\x92@\x83M\x9D\xF7#@\xC3\xD5\x01\x10w}$@",2.0,6.0,0.0,0.0,1.0,inadequate
HF00714,Health Post,9.253637,7.75297,\x01\x01\x00\x00\x00q\x1Cx\xB5\xDC\x81\x22@\xFByS\x91\x0A\x03\x1F@,,,,,,no_personnel_record
HF00817,Primary Health Centre,9.194847,8.295374,\x01\x01\x00\x00\x00\x8Ari\xFC\xC2c\x22@k-\xCCB;\x97 @,0.0,1.0,0.0,0.0,1.0,inadequate
HF00080,Comprehensive Health Centre,6.551028,9.23757,\x01\x01\x00\x00\x00\x9D\xB8\x1C\xAF@4\x1A@}\x05i\xC6\xA2y\x22@,0.0,14.0,15.0,4.0,1.0,inadequate
HF00883,Comprehensive Health Centre,8.61,9.3,\x01\x01\x00\x00\x00\xB8\x1E\x85\xEBQ8!@\x9A\x99\x99\x99\x99\x99\x22@,0.0,5.0,1.0,0.0,0.0,inadequate
HF01026,Health Post,10.386903,11.274294,\x01\x01\x00\x00\x00\xD6rg&\x18\xC6$@a\xFA^Cp\x8C&@,0.0,2.0,2.0,1.0,1.0,adequate
HF00401,Primary Health Centre,6.329248,8.35941,\x01\x01\x00\x00\x00\xF8\x17Ac&Q\x19@\xF2\xB5g\x96\x04\xB8 @,0.0,3.0,3.0,0.0,1.0,adequate
HF00158,Primary Health Centre,7.32801,10.01993,\x01\x01\x00\x00\x009\x0B{\xDA\xE1O\x1D@\x27k\xD4C4\x0A$@,3.0,3.0,3.0,1.0,0.0,adequate
HF00492,Health Post,7.896897,9.957972,"\x01\x01\x00\x00\x00\xA5\x85\xCB*l\x96\x1F@\xA9\xF7TN{\xEA#@",0.0,1.0,2.0,0.0,1.0,adequate
HF01223,Comprehensive Health Centre,9.208669,9.582208,"\x01\x01\x00\x00\x00\xC8`\xC5\xA9\xD6j\x22@k\xF0\xBE*\x17*#@",0.0,15.0,21.0,3.0,3.0,inadequate
HF00726,Primary Health Centre,8.768756,8.107688,\x01\x01\x00\x00\x00\x225\xEDb\x9A\x89!@\xE2W\xAC\xE1\x227 @,2.0,3.0,2.0,2.0,1.0,inadequate
HF00681,Health Post,8.133588,11.010768,\x01\x01\x00\x00\x00\xAEFv\xA5eD @\xC9\xAF\x1Fb\x83\x05&@,1.0,4.0,2.0,0.0,0.0,adequate
HF00402,Primary Health Centre,6.331815,8.476892,\x01\x01\x00\x00\x00\xF9I\xB5O\xC7S\x19@\xB4r/0+\xF4 @,,,,,,no_personnel_record
HF00180,Primary Health Centre,6.180701,10.398511,\x01\x01\x00\x00\x00\x01k\xD5\xAE\x09\xB9\x18@H1@\xA2\x09\xCC$@,1.0,2.0,7.0,0.0,1.0,adequate
HF00922,Primary Health Centre,,,,,,,,,no_personnel_record
HF00079,Health Post,6.647426,9.207911,\x01\x01\x00\x00\x00\x05Rb\xD7\xF6\x96\x1A@\x12\xF5\x82Osj\x22@,0.0,2.0,2.0,0.0,0.0,adequate
HF00987,Cottage Hospital,10.051964,11.442163,"\x01\x01\x00\x00\x00\x81#\x81\x06\x9B\x1A$@\xA4\x00Q0c\xE2&@",0.0,12.0,21.0,0.0,0.0,inadequate
HF01266,Health Post,9.721704,10.285211,"\x01\x01\x00\x00\x00\xE7\xC8\xCA/\x83q#@>\xEB\x1A-\x07\x92$@",0.0,1.0,3.0,0.0,0.0,adequate
HF01117,General Hospital,9.240381,11.194036,\x01\x01\x00\x00\x00\xD8(\xEB7\x13{\x22@J~\xC4\xAFXc&@,0.0,10.0,8.0,6.0,1.0,inadequate
HF00737,Cottage Hospital,8.408827,7.977742,\x01\x01\x00\x00\x00\x8Fq\xC5\xC5Q\xD1 @\xD9\xB3\xE725\xE9\x1F@,8.0,22.0,18.0,5.0,2.0,adequate
HF00695,Primary Health Centre,8.427249,11.443271,\x01\x01\x00\x00\x00V\x7F\x84a\xC0\xDA @\xCA\x87\xA0j\xF4\xE2&@,0.0,7.0,5.0,0.0,0.0,adequate
HF00320,Primary Health Centre,8.037996,7.485179,\x01\x01\x00\x00\x00\xF4\xC126t\x13 @\xED\xD2\x86\xC3\xD2\xF0\x1D@,1.0,5.0,0.0,0.0,0.0,inadequate
HF00485,Health Post,8.322352,10.370432,\x01\x01\x00\x00\x00\xB3\x99CR\x0B\xA5 @\xA3\xC8ZC\xA9\xBD$@,0.0,1.0,2.0,1.0,0.0,adequate
HF00199,Health Post,6.850184,10.934481,\x01\x01\x00\x00\x00qTn\xA2\x96f\x1B@}w+Kt\xDE%@,1.0,0.0,0.0,0.0,1.0,inadequate
HF00818,Health Post,9.064413,8.370969,\x01\x01\x00\x00\x00\xDF\xDF\xA0\xBD\xFA \x22@\xDF\xA8\x15\xA6\xEF\xBD @,0.0,0.0,1.0,0.0,0.0,inadequate
HF00712,Primary Health Centre,9.195903,7.733946,\x01\x01\x00\x00\x00g`\xE4eMd\x22@\xBD\x1EL\x8A\x8F\xEF\x1E@,0.0,8.0,8.0,1.0,0.0,adequate
HF00621,Primary Health Centre,6.962039,11.197645,\x01\x01\x00\x00\x00\xFB\xE7i\xC0 \xD9\x1B@\x93o\xB6\xB91e&@,2.0,2.0,3.0,2.0,0.0,adequate
HF01047,Primary Health Centre,9.903174,10.47537,"\x01\x01\x00\x00\x00\xEC1\x91\xD2l\xCE#@\xC1\xFFV\xB2c\xF3$@",4.0,7.0,10.0,2.0,0.0,adequate
HF00439,Primary Health Centre,7.451157,8.365148,\x01\x01\x00\x00\x00&r\xC1\x19\xFC\xCD\x1D@Mf\xBC\xAD\xF4\xBA @,1.0,3.0,5.0,1.0,1.0,adequate
HF01303,Primary Health Centre,10.108152,9.834896,"\x01\x01\x00\x00\x00v\xFE\xED\xB2_7$@X\x1F\x0F}w\xAB#@",2.0,0.0,0.0,1.0,0.0,inadequate
HF00134,Comprehensive Health Centre,6.720903,9.69918,"\x01\x01\x00\x00\x00hZbe4\xE2\x1A@\xD9\x08\xC4\xEB\xFAe#@",0.0,4.0,5.0,0.0,0.0,inadequate
HF00815,Comprehensive Health Centre,9.016716,8.172384,\x01\x01\x00\x00\x00\xCF\xA3\xE2\xFF\x8E\x08\x22@\x13\xB54\xB7BX @,1.0,6.0,5.0,0.0,1.0,inadequate
HF00647,Health Post,8.762285,10.494411,"\x01\x01\x00\x00\x00uv28J\x86!@\xB8\x90Gp#\xFD$@",1.0,2.0,2.0,1.0,0.0,adequate
HF00863,Primary Health Centre,8.877169,8.876026,\x01\x01\x00\x00\x00K!\x90K\x1C\xC1!@2\xE4\xD8z\x86\xC0!@,2.0,5.0,6.0,1.0,1.0,adequate
HF00900,Primary Health Centre,8.739818,9.235174,\x01\x01\x00\x00\x00\xF8\xFB\xC5l\xC9z!@0\xBD\xFD\xB9hx\x22@,3.0,5.0,5.0,1.0,0.0,adequate
HF00408,General Hospital,6.458664,8.339632,\x01\x01\x00\x00\x00\x01i\xFF\x03\xAC\xD5\x19@\xA3Y\xD9>\xE4\xAD @,0.0,0.0,15.0,0.0,7.0,inadequate
HF00155,Comprehensive Health Centre,7.328893,10.089911,\x01\x01\x00\x00\x00\x87\x88\x9BS\xC9P\x1D@\xF0\x19\x89\xD0\x08.$@,1.0,4.0,6.0,3.0,0.0,adequate
HF01030,Health Post,10.557672,11.275906,\x01\x01\x00\x00\x002\xCA3/\x87\x1D%@U\x8A\x1D\x8DC\x8D&@,0.0,2.0,0.0,1.0,1.0,inadequate
HF00279,Primary Health Centre,7.687308,8.172457,\x01\x01\x00\x00\x00\xDE\x1D\x19\xAB\xCD\xBF\x1E@\xBB\xEE\xADHLX @,0.0,2.0,3.0,2.0,0.0,adequate
HF00795,Primary Health Centre,9.969188,8.285255,"\x01\x01\x00\x00\x00\xEFY\xD7h9\xF0#@|\x0A\x80\xF1\x0C\x92 @",1.0,4.0,4.0,1.0,0.0,adequate
HF00116,Primary Health Centre,,,,3.0,1.0,4.0,0.0,1.0,inadequate
HF00597,Cottage Hospital,7.289865,10.438936,\x01\x01\x00\x00\x00)\x05\xDD^\xD2(\x1D@\xF9\x12*8\xBC\xE0$@,0.0,6.0,13.0,0.0,3.0,inadequate
HF00209,Primary Health Centre,7.064385,10.437278,\x01\x01\x00\x00\x00ni5$\xEEA\x1C@D\x85\xEA\xE6\xE2\xDF$@,1.0,5.0,4.0,3.0,2.0,adequate
HF00719,Comprehensive Health Centre,8.632798,8.112821,\x01\x01\x00\x00\x00\xCB\xF2u\x19\xFEC!@\xA2\x9A\x92\xAC\xC39 @,2.0,4.0,12.0,0.0,2.0,inadequate
HF00586,Primary Health Centre,7.802457,10.892201,\x01\x01\x00\x00\x00\xFC\xC8\xADI\xB75\x1F@\xC0\xEA\xC8\x91\xCE\xC8%@,0.0,7.0,6.0,2.0,1.0,adequate
HF01033,Comprehensive Health Centre,10.424916,10.374908,\x01\x01\x00\x00\x00\x22\x18\x07\x97\x8E\xD9$@}\x04\xFE\xF0\xF3\xBF$@,,,,,,no_personnel_record
HF00469,Health Post,7.397743,9.157751,\x01\x01\x00\x00\x00\x0A\xDA\xE4\xF0I\x97\x1D@\x95\xD23\xBD\xC4P\x22@,0.0,0.0,1.0,0.0,0.0,inadequate
HF00540,Health Post,8.812666,10.40768,\x01\x01\x00\x00\x00l$\x09\xC2\x15\xA0!@pw\xD6n\xBB\xD0$@,0.0,0.0,0.0,1.0,0.0,inadequate
HF00836,Primary Health Centre,9.633994,8.617211,"\x01\x01\x00\x00\x00o\xB8\x8F\xDC\x9AD#@\x81v\x87\x14\x03<!@",0.0,6.0,0.0,1.0,1.0,inadequate
HF00529,Primary Health Centre,8.617094,9.942694,"\x01\x01\x00\x00\x00\x9B\x1D\xA9\xBE\xF3;!@VE\xB8\xC9\xA8\xE2#@",0.0,3.0,4.0,2.0,1.0,adequate
