household_id,cluster_id,stratum_code,interviewer_id,interview_date,interview_duration_min,result_of_visit,eligible_children_9_59_months,wealth_quintile,settlement_type,stage2_households_listed,stage2_households_selected
H00200,C010,ST01,I10,2026-05-12,27,Completed,3.0,3.0,Rural,441,20
H00374,C019,ST01,I07,2026-05-14,3,Completed,2.0,2.0,Rural,78,20
H01445,C073,ST03,I01,2026-05-23,27,Completed,3.0,4.0,Rural,14,20
H01603,C081,ST03,I09,2026-05-24,28,Completed,1.0,5.0,Urban,260,20
H00352,C018,ST01,I18,2026-05-13,18,Completed,2.0,3.0,Rural,159,20
H00625,C032,ST02,I14,2026-05-16,34,No eligible respondent after 3 visits,,,Rural,68,20
H00680,C034,ST02,I16,2026-05-16,17,Completed,1.0,2.0,Rural,79,20
H01393,C070,ST03,I16,2026-05-22,31,Completed,0.0,3.0,Urban,133,20
H00182,C010,ST01,I10,2026-05-12,20,Completed,0.0,3.0,Rural,441,20
H01509,C076,ST03,I04,2026-05-23,30,Completed,1.0,3.0,Urban,168,20
H00678,C034,ST02,I16,2026-05-16,30,Completed,1.0,1.0,Rural,79,20
H01226,C062,ST03,I08,2026-05-21,8,Refused,,,Urban,96,20
H00025,C002,ST01,I02,2026-05-11,6,Completed,0.0,5.0,Rural,287,20
H01378,C069,ST03,I15,2026-05-22,20,No eligible respondent after 3 visits,,,Rural,386,20
H00135,C007,ST01,I07,2026-05-12,4,Completed,3.0,4.0,Rural,152,20
H00451,C023,ST01,I05,2026-05-14,18,Completed,3.0,2.0,Rural,151,20
H00876,C044,ST02,I08,2026-05-18,15,No eligible respondent after 3 visits,,,Urban,131,20
H01178,C059,ST02,I05,2026-05-20,23,Completed,0.0,4.0,Rural,275,20
H01417,C071,ST03,I17,2026-05-22,20,Completed,2.0,5.0,Rural,239,20
H00859,C043,ST02,I07,2026-05-18,3,Completed,3.0,3.0,Rural,128,20
H01351,C068,ST03,I14,2026-05-22,20,Completed,3.0,3.0,Urban,1038,20
H01412,C071,ST03,I17,2026-05-22,27,Completed,0.0,3.0,Rural,239,20
H00411,C021,ST01,I07,2026-05-14,4,Completed,0.0,1.0,Rural,58,20
H01298,C065,ST03,I11,2026-05-21,19,Completed,1.0,1.0,Urban,521,20
H00404,C021,ST01,I07,2026-05-14,2,Completed,2.0,2.0,Rural,58,20
H00976,C049,ST02,I13,2026-05-19,23,Completed,0.0,3.0,Urban,615,20
H01712,C086,ST03,I14,2026-05-25,23,Completed,2.0,4.0,Rural,83,20
H01123,C057,ST02,I03,2026-05-20,27,Completed,0.0,4.0,Rural,96,20
H00587,C030,ST01,I12,2026-05-15,17,Completed,1.0,4.0,Rural,133,20
H00227,C012,ST01,I12,2026-05-12,22,Completed,1.0,5.0,Urban,273,20
H01034,C052,ST02,I16,2026-05-19,29,Completed,1.0,3.0,Urban,623,20
H01168,C059,ST02,I05,2026-05-20,16,Refused,,,Rural,275,20
H01453,C073,ST03,I01,2026-05-23,19,Completed,1.0,4.0,Rural,14,20
H01252,C063,ST03,I09,2026-05-21,23,Completed,1.0,3.0,Rural,220,20
H00864,C044,ST02,I08,2026-05-18,26,No eligible respondent after 3 visits,,,Urban,131,20
H00077,C004,ST01,I04,2026-05-11,25,Completed,1.0,1.0,Urban,291,20
H00913,C046,ST02,I10,2026-05-18,17,Completed,1.0,4.0,Rural,129,20
H00476,C024,ST01,I06,2026-05-14,10,Refused,,,Urban,189,20
H01013,C051,ST02,I15,2026-05-19,22,Completed,1.0,5.0,Rural,272,20
H01015,C051,ST02,I15,2026-05-19,17,Refused,,,Rural,272,20
H01768,C089,ST03,I17,2026-05-25,13,Completed,1.0,2.0,Urban,146,20
H00315,C016,ST01,I16,2026-05-13,25,No eligible respondent after 3 visits,,,Rural,193,20
H01397,C070,ST03,I16,2026-05-22,13,Completed,3.0,3.0,Urban,133,20
H01325,C067,ST03,I13,2026-05-22,19,Completed,0.0,2.0,Rural,136,20
H01611,C081,ST03,I09,2026-05-24,15,Completed,0.0,2.0,Urban,260,20
H01479,C074,ST03,I02,2026-05-23,21,Completed,2.0,1.0,Rural,86,20
H01228,C062,ST03,I08,2026-05-21,16,Completed,2.0,3.0,Urban,96,20
H00969,C049,ST02,I13,2026-05-19,22,Vacant dwelling,,,Urban,615,20
H00046,C003,ST01,I03,2026-05-11,16,Completed,1.0,2.0,Urban,226,20
H01309,C066,ST03,I12,2026-05-21,22,Vacant dwelling,,,Urban,211,20
H00907,C046,ST02,I10,2026-05-18,28,Completed,1.0,2.0,Rural,129,20
H00904,C046,ST02,I10,2026-05-18,25,Completed,3.0,5.0,Rural,129,20
H00299,C015,ST01,I15,2026-05-13,29,No eligible respondent after 3 visits,,,Rural,168,20
H01048,C053,ST02,I17,2026-05-19,23,Vacant dwelling,,,Rural,64,20
H00130,C007,ST01,I07,2026-05-12,3,Completed,3.0,4.0,Rural,152,20
H00597,C030,ST01,I12,2026-04-29,26,Completed,1.0,2.0,Rural,133,20
H00574,C029,ST01,I11,2026-05-15,21,Completed,0.0,3.0,Rural,130,20
H01674,C084,ST03,I12,2026-04-29,26,Completed,2.0,4.0,Rural,678,20
H01067,C054,ST02,I18,2026-05-19,23,Completed,1.0,1.0,Rural,88,20
H01049,C053,ST02,I17,2026-05-19,32,No eligible respondent after 3 visits,,,Rural,64,20
H01429,C072,ST03,I18,2026-05-22,13,Completed,4.0,3.0,Rural,98,20
H00102,C006,ST01,I06,2026-05-11,19,Completed,4.0,2.0,Rural,177,20
H00961,C049,ST02,I13,2026-05-19,18,Completed,1.0,3.0,Urban,615,20
H00757,C038,ST02,I02,2026-05-17,25,Completed,2.0,2.0,Rural,207,20
H00593,C030,ST01,I12,2026-05-15,35,Completed,3.0,3.0,Rural,133,20
H00682,C035,ST02,I17,2026-05-16,20,Completed,2.0,3.0,Urban,80,20
H01799,C090,ST03,I07,2026-05-25,4,Completed,0.0,5.0,Urban,220,20
H00984,C050,ST02,I14,2026-05-19,32,Completed,0.0,3.0,Rural,135,20
H00731,C037,ST02,I01,2026-05-17,24,Completed,3.0,3.0,Urban,222,20
H01557,C078,ST03,I06,2026-05-23,22,Completed,1.0,5.0,Urban,151,20
H00934,C047,ST02,I11,2026-05-18,22,No eligible respondent after 3 visits,,,Urban,230,20
H01416,C071,ST03,I17,2026-05-22,7,Completed,1.0,3.0,Rural,239,20
H01569,C079,ST03,I07,2026-05-24,2,Completed,0.0,1.0,Rural,161,20
H00719,C036,ST02,I18,2026-05-16,16,Completed,1.0,4.0,Urban,262,20
H00982,C050,ST02,I14,2026-05-19,9,Completed,1.0,3.0,Rural,135,20
H01668,C084,ST03,I12,2026-05-24,27,Completed,1.0,2.0,Rural,678,20
H01017,C051,ST02,I15,2026-05-19,27,Completed,3.0,3.0,Rural,272,20
H00848,C043,ST02,I07,2026-05-18,6,Completed,0.0,3.0,Rural,128,20
H01291,C065,ST03,I11,2026-05-21,17,No eligible respondent after 3 visits,,,Urban,521,20
H01737,C087,ST03,I15,2026-05-25,26,Completed,0.0,3.0,Urban,229,20
H00775,C039,ST02,I03,2026-05-17,35,Refused,,,Rural,142,20
H00417,C021,ST01,I07,2026-05-14,4,Completed,3.0,5.0,Rural,58,20
H01414,C071,ST03,I17,2026-05-22,15,Completed,2.0,1.0,Rural,239,20
H01543,C078,ST03,I06,2026-05-23,4,Completed,3.0,4.0,Urban,151,20
H01052,C053,ST02,I17,2026-05-19,22,Completed,2.0,2.0,Rural,64,20
H00811,C041,ST02,I05,2026-05-17,23,Completed,0.0,4.0,Rural,292,20
H01677,C084,ST03,I12,2026-05-24,25,Completed,1.0,5.0,Rural,678,20
H01506,C076,ST03,I04,2026-05-23,19,Completed,4.0,3.0,Urban,168,20
H00297,C015,ST01,I15,2026-05-13,25,Completed,3.0,5.0,Rural,168,20
H00471,C024,ST01,I06,2026-05-14,17,Completed,0.0,1.0,Urban,189,20
H01486,C075,ST03,I03,2026-05-23,20,Completed,0.0,2.0,Rural,153,20
H00336,C017,ST01,I17,2026-05-13,8,Completed,1.0,4.0,Rural,90,20
H01628,C082,ST03,I10,2026-05-24,17,No eligible respondent after 3 visits,,,Urban,111,20
H00862,C044,ST02,I08,2026-05-18,25,Completed,1.0,4.0,Urban,131,20
H00233,C012,ST01,I12,2026-05-12,19,Completed,2.0,2.0,Urban,273,20
H00994,C050,ST02,I14,2026-05-19,22,Completed,2.0,3.0,Rural,135,20
H00966,C049,ST02,I13,2026-05-19,15,Completed,1.0,3.0,Urban,615,20
H00363,C019,ST01,I07,2026-05-14,3,Completed,1.0,5.0,Rural,78,20
H00104,C006,ST01,I06,2026-05-11,28,Completed,2.0,2.0,Rural,177,20
H01292,C065,ST03,I11,2026-05-21,16,No eligible respondent after 3 visits,,,Urban,521,20
H00098,C005,ST01,I05,2026-05-11,15,Completed,2.0,2.0,Rural,178,20
H01248,C063,ST03,I09,2026-05-21,13,Completed,1.0,2.0,Rural,220,20
H01396,C070,ST03,I16,2026-05-22,17,Completed,3.0,1.0,Urban,133,20
H01752,C088,ST03,I16,2026-05-25,22,Completed,3.0,1.0,Rural,55,20
H01561,C079,ST03,I07,2026-05-24,5,Completed,1.0,4.0,Rural,161,20
H00978,C049,ST02,I13,2026-05-19,24,Vacant dwelling,,,Urban,615,20
H01279,C064,ST03,I10,2026-05-21,13,Completed,1.0,5.0,Rural,260,20
H01375,C069,ST03,I15,2026-05-22,13,Completed,2.0,2.0,Rural,386,20
H01005,C051,ST02,I15,2026-05-19,33,Completed,3.0,5.0,Rural,272,20
H00957,C048,ST02,I12,2026-05-18,23,Completed,1.0,4.0,Rural,229,20
H01096,C055,ST02,I01,2026-05-20,19,Completed,3.0,3.0,Rural,262,20
H00376,C019,ST01,I07,2026-05-14,3,Completed,1.0,3.0,Rural,78,20
H01781,C090,ST03,I07,2026-05-25,7,Completed,3.0,2.0,Urban,220,20
H00622,C032,ST02,I14,2026-05-16,18,Completed,0.0,1.0,Rural,68,20
H00283,C015,ST01,I15,2026-05-13,29,Completed,2.0,1.0,Rural,168,20
H01742,C088,ST03,I16,2026-05-25,15,No eligible respondent after 3 visits,,,Rural,55,20
H01241,C063,ST03,I09,2026-05-21,25,Completed,2.0,3.0,Rural,220,20
H01284,C065,ST03,I11,2026-05-21,17,Completed,2.0,5.0,Urban,521,20
H01459,C073,ST03,I01,2026-05-23,21,Completed,0.0,1.0,Rural,14,20
H00567,C029,ST01,I11,2026-05-15,18,Completed,1.0,3.0,Rural,130,20
H00936,C047,ST02,I11,2026-05-18,10,Completed,0.0,5.0,Urban,230,20
H00624,C032,ST02,I14,2026-05-16,23,Completed,2.0,3.0,Rural,68,20
H00770,C039,ST02,I03,2026-05-17,29,Completed,3.0,3.0,Rural,142,20
H01281,C065,ST03,I11,2026-05-21,10,No eligible respondent after 3 visits,,,Urban,521,20
H00572,C029,ST01,I11,2026-05-15,19,Completed,1.0,5.0,Rural,130,20
H01733,C087,ST03,I15,2026-05-25,19,No eligible respondent after 3 visits,,,Urban,229,20
H01653,C083,ST03,I11,2026-05-24,30,Completed,1.0,2.0,Urban,138,20
H00284,C015,ST01,I15,2026-05-13,9,Completed,3.0,1.0,Rural,168,20
H01586,C080,ST03,I08,2026-05-24,23,Completed,0.0,5.0,Rural,139,20
H01176,C059,ST02,I05,2026-05-20,17,Completed,1.0,1.0,Rural,275,20
H01021,C052,ST02,I16,2026-05-19,12,Completed,2.0,4.0,Urban,623,20
H00599,C030,ST01,I12,2026-04-29,27,No eligible respondent after 3 visits,,,Rural,133,20
H01669,C084,ST03,I12,2026-05-24,26,Completed,2.0,3.0,Rural,678,20
H00855,C043,ST02,I07,2026-05-18,3,Completed,2.0,5.0,Rural,128,20
H00351,C018,ST01,I18,2026-05-13,5,Completed,3.0,4.0,Rural,159,20
H01524,C077,ST03,I05,2026-05-23,31,Completed,2.0,3.0,Urban,334,20
H00080,C004,ST01,I04,2026-05-11,30,No eligible respondent after 3 visits,,,Urban,291,20
H01798,C090,ST03,I07,2026-05-25,4,Completed,0.0,1.0,Urban,220,20
H00809,C041,ST02,I05,2026-05-17,19,Completed,2.0,2.0,Rural,292,20
H00553,C028,ST01,I10,2026-05-15,22,Completed,1.0,1.0,Rural,119,20
H00157,C008,ST01,I08,2026-05-12,15,Completed,1.0,3.0,Rural,242,20
H00950,C048,ST02,I12,2026-05-18,30,Completed,2.0,3.0,Rural,229,20
H01254,C063,ST03,I09,2026-05-21,16,Completed,4.0,4.0,Rural,220,20
H00943,C048,ST02,I12,2026-05-18,17,Completed,1.0,3.0,Rural,229,20
H01709,C086,ST03,I14,2026-05-25,26,Completed,1.0,3.0,Rural,83,20
H00960,C048,ST02,I12,2026-04-29,21,Completed,1.0,1.0,Rural,229,20
H01631,C082,ST03,I10,2026-05-24,23,Completed,1.0,4.0,Urban,111,20
H01604,C081,ST03,I09,2026-05-24,25,Completed,1.0,3.0,Urban,260,20
H01079,C054,ST02,I18,2026-05-19,31,Completed,0.0,4.0,Rural,88,20
H00912,C046,ST02,I10,2026-05-18,25,Completed,1.0,2.0,Rural,129,20
H01607,C081,ST03,I09,2026-05-24,26,Completed,1.0,3.0,Urban,260,20
H00002,C001,ST01,I01,2026-05-11,21,Completed,0.0,3.0,Urban,318,20
H00562,C029,ST01,I11,2026-05-15,14,Completed,2.0,1.0,Rural,130,20
H00049,C003,ST01,I03,2026-05-11,26,Completed,3.0,3.0,Urban,226,20
H01066,C054,ST02,I18,2026-05-19,21,Completed,1.0,1.0,Rural,88,20
H00939,C047,ST02,I11,2026-05-18,18,Completed,1.0,5.0,Urban,230,20
H00357,C018,ST01,I18,2026-05-13,23,Completed,0.0,5.0,Rural,159,20
H00435,C022,ST01,I04,2026-05-14,21,Completed,0.0,1.0,Urban,197,20
H01558,C078,ST03,I06,2026-05-23,29,Completed,0.0,4.0,Urban,151,20
H00007,C001,ST01,I01,2026-05-11,23,Completed,4.0,2.0,Urban,318,20
H01327,C067,ST03,I13,2026-05-22,26,Completed,2.0,4.0,Rural,136,20
H01251,C063,ST03,I09,2026-05-21,23,Completed,3.0,5.0,Rural,220,20
H00792,C040,ST02,I04,2026-05-17,20,Completed,3.0,2.0,Urban,181,20
H00457,C023,ST01,I05,2026-05-14,18,Completed,1.0,3.0,Rural,151,20
H01348,C068,ST03,I14,2026-05-22,21,Refused,,,Urban,1038,20
H00782,C040,ST02,I04,2026-05-17,34,Completed,4.0,5.0,Urban,181,20
H00439,C022,ST01,I04,2026-05-14,8,Completed,0.0,2.0,Urban,197,20
H00139,C007,ST01,I07,2026-05-12,5,Completed,1.0,3.0,Rural,152,20
H00596,C030,ST01,I12,2026-05-15,20,Refused,,,Rural,133,20
H01172,C059,ST02,I05,2026-05-20,20,Completed,0.0,3.0,Rural,275,20
H00433,C022,ST01,I04,2026-05-14,17,Completed,2.0,3.0,Urban,197,20
H00388,C020,ST01,I02,2026-05-14,20,Completed,2.0,4.0,Urban,138,20
H00590,C030,ST01,I12,2026-05-15,29,Completed,1.0,1.0,Rural,133,20
H00244,C013,ST01,I13,2026-05-13,20,Completed,0.0,4.0,Urban,196,20
H01035,C052,ST02,I16,2026-05-19,16,Completed,0.0,1.0,Urban,623,20
H00220,C011,ST01,I11,2026-05-12,15,Completed,1.0,2.0,Urban,127,20
H00478,C024,ST01,I06,2026-05-14,15,Completed,0.0,4.0,Urban,189,20
H01076,C054,ST02,I18,2026-05-19,16,Completed,2.0,1.0,Rural,88,20
H01651,C083,ST03,I11,2026-05-24,35,Completed,0.0,3.0,Urban,138,20
H00608,C031,ST02,I13,2026-05-16,35,No eligible respondent after 3 visits,,,Rural,160,20
H01263,C064,ST03,I10,2026-05-21,17,No eligible respondent after 3 visits,,,Rural,260,20
H00312,C016,ST01,I16,2026-05-13,18,Completed,0.0,2.0,Rural,193,20
H00537,C027,ST01,I09,2026-05-15,25,Completed,1.0,4.0,Urban,262,20
H01120,C056,ST02,I02,2026-05-20,17,Completed,2.0,2.0,Urban,46,20
H01039,C052,ST02,I16,2026-05-19,21,Completed,0.0,5.0,Urban,623,20
H01398,C070,ST03,I16,2026-05-22,22,Refused,,,Urban,133,20
H00494,C025,ST01,I07,2026-05-15,2,Completed,3.0,4.0,Rural,95,20
H01273,C064,ST03,I10,2026-05-21,20,Completed,4.0,5.0,Rural,260,20
H00677,C034,ST02,I16,2026-05-16,23,Completed,1.0,3.0,Rural,79,20
H00440,C022,ST01,I04,2026-05-14,14,Completed,0.0,3.0,Urban,197,20
H01619,C081,ST03,I09,2026-05-24,13,Completed,0.0,2.0,Urban,260,20
H00620,C031,ST02,I13,2026-05-16,16,Completed,3.0,2.0,Rural,160,20
H01547,C078,ST03,I06,2026-05-23,30,Completed,1.0,5.0,Urban,151,20
H00022,C002,ST01,I02,2026-05-11,23,Vacant dwelling,,,Rural,287,20
H01245,C063,ST03,I09,2026-05-21,26,Completed,2.0,5.0,Rural,220,20
H01010,C051,ST02,I15,2026-05-19,24,Completed,1.0,2.0,Rural,272,20
H00331,C017,ST01,I17,2026-05-13,30,Refused,,,Rural,90,20
H01436,C072,ST03,I18,2026-05-22,20,Completed,2.0,1.0,Rural,98,20
H01597,C080,ST03,I08,2026-05-24,27,No eligible respondent after 3 visits,,,Rural,139,20
H01703,C086,ST03,I14,2026-05-25,21,Completed,2.0,3.0,Rural,83,20
H00321,C017,ST01,I17,2026-05-13,10,Completed,2.0,5.0,Rural,90,20
H00704,C036,ST02,I18,2026-05-16,26,No eligible respondent after 3 visits,,,Urban,262,20
H00214,C011,ST01,I11,2026-05-12,20,Completed,1.0,2.0,Urban,127,20
H00631,C032,ST02,I14,2026-05-16,26,Completed,0.0,4.0,Rural,68,20
H01518,C076,ST03,I04,2026-05-23,16,Completed,1.0,5.0,Urban,168,20
H00928,C047,ST02,I11,2026-05-18,17,Completed,2.0,2.0,Urban,230,20
H00340,C017,ST01,I17,2026-05-13,37,No eligible respondent after 3 visits,,,Rural,90,20
H01322,C067,ST03,I13,2026-05-22,32,Completed,2.0,5.0,Rural,136,20
H01713,C086,ST03,I14,2026-05-25,19,Completed,2.0,3.0,Rural,83,20
H00486,C025,ST01,I07,2026-05-15,3,Completed,0.0,5.0,Rural,95,20
H00344,C018,ST01,I18,2026-05-13,17,Completed,1.0,1.0,Rural,159,20
H01320,C066,ST03,I12,2026-05-21,12,Completed,3.0,2.0,Urban,211,20
H00414,C021,ST01,I07,2026-05-14,4,Completed,1.0,4.0,Rural,58,20
H00138,C007,ST01,I07,2026-05-12,3,Completed,1.0,1.0,Rural,152,20
H01124,C057,ST02,I03,2026-05-20,20,Completed,1.0,3.0,Rural,96,20
H00867,C044,ST02,I08,2026-05-18,21,Completed,0.0,5.0,Urban,131,20
H00947,C048,ST02,I12,2026-04-29,24,Completed,1.0,5.0,Rural,229,20
H00151,C008,ST01,I08,2026-05-12,29,Completed,1.0,4.0,Rural,242,20
H00337,C017,ST01,I17,2026-05-13,19,Completed,2.0,3.0,Rural,90,20
H01520,C076,ST03,I04,2026-05-23,14,Refused,,,Urban,168,20
H01655,C083,ST03,I11,2026-05-24,8,Completed,1.0,5.0,Urban,138,20
H00296,C015,ST01,I15,2026-05-13,28,Completed,1.0,2.0,Rural,168,20
H00629,C032,ST02,I14,2026-05-16,14,Completed,0.0,2.0,Rural,68,20
H00068,C004,ST01,I04,2026-05-11,23,Completed,2.0,4.0,Urban,291,20
H00585,C030,ST01,I12,2026-05-15,15,No eligible respondent after 3 visits,,,Rural,133,20
H01584,C080,ST03,I08,2026-05-24,21,Completed,2.0,1.0,Rural,139,20
H01474,C074,ST03,I02,2026-05-23,18,Completed,1.0,1.0,Rural,86,20
H00386,C020,ST01,I02,2026-05-14,24,Completed,0.0,2.0,Urban,138,20
H01717,C086,ST03,I14,2026-05-25,28,Completed,0.0,3.0,Rural,83,20
H00066,C004,ST01,I04,2026-05-11,17,Completed,2.0,2.0,Urban,291,20
H00686,C035,ST02,I17,2026-05-16,20,No eligible respondent after 3 visits,,,Urban,80,20
H01318,C066,ST03,I12,2026-05-21,29,Completed,0.0,4.0,Urban,211,20
H00761,C039,ST02,I03,2026-05-17,23,Completed,1.0,1.0,Rural,142,20
H00540,C027,ST01,I09,2026-05-15,26,No eligible respondent after 3 visits,,,Urban,262,20
H01266,C064,ST03,I10,2026-05-21,22,Completed,2.0,1.0,Rural,260,20
H00501,C026,ST01,I08,2026-05-15,20,Completed,1.0,4.0,Rural,147,20
H01042,C053,ST02,I17,2026-05-19,23,Completed,1.0,3.0,Rural,64,20
H01792,C090,ST03,I07,2026-05-25,4,Completed,3.0,2.0,Urban,220,20
H00072,C004,ST01,I04,2026-05-11,15,No eligible respondent after 3 visits,,,Urban,291,20
H00801,C041,ST02,I05,2026-05-17,21,Completed,3.0,3.0,Rural,292,20
H01716,C086,ST03,I14,2026-05-25,16,Completed,2.0,2.0,Rural,83,20
H00449,C023,ST01,I05,2026-05-14,22,Completed,2.0,5.0,Rural,151,20
H00698,C035,ST02,I17,2026-05-16,24,Completed,3.0,1.0,Urban,80,20
H00956,C048,ST02,I12,2026-05-18,30,Completed,0.0,4.0,Rural,229,20
H00845,C043,ST02,I07,2026-05-18,2,Completed,1.0,5.0,Rural,128,20
H00841,C043,ST02,I07,2026-05-18,4,Completed,2.0,4.0,Rural,128,20
H00041,C003,ST01,I03,2026-05-11,11,Completed,3.0,3.0,Urban,226,20
H00198,C010,ST01,I10,2026-05-12,9,Completed,1.0,2.0,Rural,441,20
H00143,C008,ST01,I08,2026-05-12,16,Completed,2.0,2.0,Rural,242,20
H00441,C023,ST01,I05,2026-05-14,8,Completed,1.0,2.0,Rural,151,20
H01765,C089,ST03,I17,2026-05-25,24,No eligible respondent after 3 visits,,,Urban,146,20
H01723,C087,ST03,I15,2026-05-25,8,Completed,2.0,2.0,Urban,229,20
H01564,C079,ST03,I07,2026-05-24,3,Completed,0.0,2.0,Rural,161,20
H00616,C031,ST02,I13,2026-05-16,19,Completed,3.0,2.0,Rural,160,20
H00735,C037,ST02,I01,2026-05-17,26,Completed,4.0,3.0,Urban,222,20
H01671,C084,ST03,I12,2026-04-29,20,Completed,2.0,1.0,Rural,678,20
H00026,C002,ST01,I02,2026-05-11,19,No eligible respondent after 3 visits,,,Rural,287,20
H00893,C045,ST02,I09,2026-05-18,29,Completed,1.0,3.0,Rural,336,20
H00350,C018,ST01,I18,2026-05-13,22,Completed,2.0,4.0,Rural,159,20
H01588,C080,ST03,I08,2026-05-24,21,Completed,1.0,3.0,Rural,139,20
H00016,C001,ST01,I01,2026-05-11,22,Completed,2.0,2.0,Urban,318,20
H00509,C026,ST01,I08,2026-05-15,29,Completed,2.0,5.0,Rural,147,20
H01635,C082,ST03,I10,2026-05-24,19,No eligible respondent after 3 visits,,,Urban,111,20
H00655,C033,ST02,I15,2026-05-16,19,Completed,1.0,2.0,Rural,81,20
H00109,C006,ST01,I06,2026-05-11,13,Completed,1.0,4.0,Rural,177,20
H00218,C011,ST01,I11,2026-05-12,23,Completed,3.0,3.0,Urban,127,20
H01688,C085,ST03,I13,2026-05-25,11,No eligible respondent after 3 visits,,,Urban,121,20
H00672,C034,ST02,I16,2026-05-16,33,Completed,2.0,3.0,Rural,79,20
H00785,C040,ST02,I04,2026-05-17,17,Completed,2.0,5.0,Urban,181,20
H01084,C055,ST02,I01,2026-05-20,24,Completed,2.0,4.0,Rural,262,20
H01255,C063,ST03,I09,2026-05-21,32,Completed,3.0,4.0,Rural,220,20
H01253,C063,ST03,I09,2026-05-21,29,Completed,2.0,3.0,Rural,220,20
H00475,C024,ST01,I06,2026-05-14,21,Completed,0.0,2.0,Urban,189,20
H00224,C012,ST01,I12,2026-05-12,18,Completed,0.0,5.0,Urban,273,20
H01632,C082,ST03,I10,2026-05-24,6,No eligible respondent after 3 visits,,,Urban,111,20
H00008,C001,ST01,I01,2026-05-11,22,No eligible respondent after 3 visits,,,Urban,318,20
H00288,C015,ST01,I15,2026-05-13,20,Completed,2.0,5.0,Rural,168,20
H01384,C070,ST03,I16,2026-05-22,16,Refused,,,Urban,133,20
H00286,C015,ST01,I15,2026-05-13,19,Completed,0.0,3.0,Rural,168,20
H00152,C008,ST01,I08,2026-05-12,11,Completed,3.0,4.0,Rural,242,20
H00523,C027,ST01,I09,2026-05-15,22,No eligible respondent after 3 visits,,,Urban,262,20
H01032,C052,ST02,I16,2026-05-19,19,Completed,0.0,4.0,Urban,623,20
H00693,C035,ST02,I17,2026-05-16,20,Completed,1.0,4.0,Urban,80,20
H00155,C008,ST01,I08,2026-05-12,21,Completed,1.0,1.0,Rural,242,20
H00689,C035,ST02,I17,2026-05-16,19,Completed,0.0,5.0,Urban,80,20
H00993,C050,ST02,I14,2026-05-19,21,Completed,0.0,4.0,Rural,135,20
H01791,C090,ST03,I07,2026-05-25,4,Completed,1.0,4.0,Urban,220,20
H01104,C056,ST02,I02,2026-05-20,17,Completed,2.0,1.0,Urban,46,20
H00730,C037,ST02,I01,2026-05-17,18,Completed,1.0,4.0,Urban,222,20
H00712,C036,ST02,I18,2026-05-16,27,Completed,1.0,1.0,Urban,262,20
H00252,C013,ST01,I13,2026-05-13,21,Completed,0.0,5.0,Urban,196,20
H01068,C054,ST02,I18,2026-05-19,24,Completed,2.0,5.0,Rural,88,20
H00484,C025,ST01,I07,2026-05-15,7,Completed,0.0,5.0,Rural,95,20
H00699,C035,ST02,I17,2026-05-16,24,Completed,1.0,5.0,Urban,80,20
H00147,C008,ST01,I08,2026-05-12,18,Completed,2.0,1.0,Rural,242,20
H00269,C014,ST01,I07,2026-05-13,4,Completed,2.0,5.0,Urban,119,20
H01062,C054,ST02,I18,2026-05-19,3,Completed,0.0,2.0,Rural,88,20
H01072,C054,ST02,I18,2026-05-19,26,Completed,1.0,3.0,Rural,88,20
H01612,C081,ST03,I09,2026-05-24,28,No eligible respondent after 3 visits,,,Urban,260,20
H01693,C085,ST03,I13,2026-05-25,15,Completed,1.0,2.0,Urban,121,20
H01094,C055,ST02,I01,2026-05-20,23,Completed,4.0,2.0,Rural,262,20
H00222,C012,ST01,I12,2026-05-12,17,Completed,0.0,2.0,Urban,273,20
H00508,C026,ST01,I08,2026-05-15,31,Completed,2.0,3.0,Rural,147,20
H00304,C016,ST01,I16,2026-05-13,15,Completed,3.0,1.0,Rural,193,20
H01423,C072,ST03,I18,2026-05-22,20,Completed,3.0,4.0,Rural,98,20
H00995,C050,ST02,I14,2026-05-19,29,Completed,2.0,3.0,Rural,135,20
H01117,C056,ST02,I02,2026-05-20,24,No eligible respondent after 3 visits,,,Urban,46,20
H01165,C059,ST02,I05,2026-05-20,28,Completed,1.0,2.0,Rural,275,20
H00051,C003,ST01,I03,2026-05-11,15,Vacant dwelling,,,Urban,226,20
H01163,C059,ST02,I05,2026-05-20,24,Completed,3.0,1.0,Rural,275,20
H00453,C023,ST01,I05,2026-05-14,17,Completed,3.0,5.0,Rural,151,20
H00236,C012,ST01,I12,2026-05-12,14,Refused,,,Urban,273,20
H01554,C078,ST03,I06,2026-05-23,26,Completed,2.0,1.0,Urban,151,20
H00819,C041,ST02,I05,2026-05-17,14,Completed,1.0,2.0,Rural,292,20
H00231,C012,ST01,I12,2026-05-12,30,No eligible respondent after 3 visits,,,Urban,273,20
H01331,C067,ST03,I13,2026-05-22,17,Completed,2.0,1.0,Rural,136,20
H01504,C076,ST03,I04,2026-05-23,30,Refused,,,Urban,168,20
H01720,C086,ST03,I14,2026-05-25,16,Completed,2.0,3.0,Rural,83,20
H01535,C077,ST03,I05,2026-05-23,26,Completed,2.0,3.0,Urban,334,20
H00479,C024,ST01,I06,2026-05-14,26,Completed,1.0,4.0,Urban,189,20
H00032,C002,ST01,I02,2026-05-11,28,Completed,1.0,3.0,Rural,287,20
H01220,C061,ST03,I07,2026-05-21,2,Completed,1.0,2.0,Urban,432,20
