facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude
HF00554,Bantitu Primary Health Centre,Primary Health Centre,Hanbafa,MALBAWO-CENTRAL,Tivbetu North,Tivbetu State,Public,7.82633,9.568121
HF01082,Tamkefa Health Post,Health Post,Tivnuta,Ekedeta-East,Supwasa South,Supwasa State,Public,9.38925,11.643881
HF00748,Umujidu Comprehensive Health Centre,Comprehensive Health Centre,Bausako,Nasyotu LGA,Uzojina North,Uzojina State,Public,8.671537,7.999341
HF00799,Bansale Health Post,Health Post,Ngesana,Tamwata-South,Uzojina Central,Uzojina State,Public,9.780507,8.366928
HF01310,Irobako Primary Health Centre,Primary Health Centre,Yelwami,Zammiyi,Agbkeko South,Agbkeko State,Public,10.242446,9.928757
HF01316,Malduno Health Post,Health Post,Okewari,Zammiyi,Agbkeko South,Agbkeko State,Public,10.414329,10.315781
HF01257,Gwomiba Primary Health Centre,Primary Health Centre,Birjili,Daibama,Agbkeko Central,Agbkeko State,Private,9.434616,9.925679
HF00698,Agbtsiko Comprehensive Health Centre,Comprehensive Health Centre,Ekenushi,Adekowo,Tivbetu South,Tivbetu State,Public,8.546865,11.576843
HF00370,Baungota Primary Health Centre,Primary Health Centre,Sharama,Lokmata,Agbzatu Central,Agbzatu State,Public,6.735484,8.539168
HF00284,Agbwasa Comprehensive Health Centre,Comprehensive Health Centre,Daiyole,Malmaba LGA,Agbzatu North,Agbzatu State,Public,"7,772627","7,941249"
HF00961,Lokratu General Hospital,General Hospital,Baulasa,Yobmija,Supwasa North,Supwasa State,Public,9.231796,10.251417
HF00717,Soknale Health Post,Health Post,Zambema,Tivrafa-West,Uzojina North,Uzojina State,Public,9.243735,7.777768
HF00710,Okezata Health Post,Health Post,Maldule,Tivrafa-West,Uzojina North,Uzojina State,Public,9.232631,7.726225
HF01058,Hanbaru Primary Health Centre,Primary Health Centre,Kadtini,Katdudu,Supwasa Central,Supwasa State,Public,10.155064,10.393141
HF00794,Funsasa Primary Health Centre,Primary Health Centre,Gwobako,NASSAKO-CENTRAL,Uzojina North,Uzojina State,Faith-based,8.87,7.52
HF00295,Zamjitu Health Post,Health Post,Adejisa,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.86684,7.46443
HF00756,Riyjima Health Post,Health Post,Banwama,Nasyotu,Uzojina North,Uzojina State,Public,9.021645,7.982298
HF00211,Zamlata Health Post,Health Post,Kuktsino,ADENAJA,Kukrima South,Kukrima State,Public,6.985067,10.553885
HF01087,Riymayi Cottage Hospital,Cottage Hospital,Baubama,Ekedeta-East,Supwasa South,Supwasa State,Public,9.617499,11.658015
HF01019,Adewata Primary Health Centre,Primary Health Centre,Kukngole,Funkedu,Supwasa Central,Supwasa State,Public,10.173192,11.26131
HF00343,Funyosa Primary Health Centre,Primary Health Centre,Bannayi,Zamkeri,Agbzatu Central,Agbzatu State,Public,6.763095,8.870277
HF00265,Okematu Primary Health Centre,Primary Health Centre,Gwoyota,AGBMITA,Agbzatu North,Agbzatu State,Faith-based,8.207244,8.201994
HF00038,Kadngole Primary Health Centre,Primary Health Centre,Dutmidu,Riylude-North,Kukrima North,Kukrima State,Public,6.54,9.84
HF00331,Wurtiri Health Post,Health Post,Daidushi,Gwodele-South ,Agbzatu North,Agbzatu State,Public,8.230303,7.48549
HF00778,Zamjimi Health Post,Health Post,Banlama,Nassako-Central,Uzojina North,Uzojina State,Public,8.327864,7.60835
HF01064,Kadkeba Health Post,Health Post,Banluwa,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.809516,10.930568
HF901077,Birdeli PHC,Primary Health Centre,Uzojiri,Ekedeta-East,Supwasa South,Supwasa State,Public,9.329922,11.639774
HF00972,Banrale Primary Health Centre,Primary Health Centre,Wurkele,Wuryona,Supwasa North,Supwasa State,Public,9.860753,10.506397
HF00888,Wurnuna Primary Health Centre,Primary Health Centre,Wurzano,Uzorisa,Uzojina South,Uzojina State,Public,8.64188,9.500256
HF00270,Yobtija General Hospital,General Hospital,Dainani,Agbmita,Agbzatu North,Agbzatu State,Public,-3.871829,7.849982
HF00758,Tamnuba Health Post,Health Post,Daiyona,TAMLUNI,Uzojina North,Uzojina State,Public,8.272339,7.730002
HF00958,Enunale Comprehensive Health Centre,Comprehensive Health Centre,Agbshako,Yobmija,Supwasa North,Supwasa State,Public,9.097046,10.324913
HF01263,Kuknuma Primary Health Centre,Primary Health Centre,Dailutu,Zamjidu,Agbkeko Central,Agbkeko State,Public,9.641493,10.12013
HF00015,Enumifa Health Post,Health Post,Enunasa,Katmaba,Kukrima North,Kukrima State,Public,5.8,9.14
HF01109,Baukemi Health Post,Health Post,Lokngode,Oluyofa,Supwasa South,Supwasa State,Public,9.136627,11.416771
HF01096,Olukosa Health Post,Health Post,Yelngomi,Baumiru,Supwasa South,Supwasa State,Public,8.972945,11.359946
HF01217,Josmide Primary Health Centre,Primary Health Centre,Birriwa,Yobrifa-West LGA,Agbkeko Central,Agbkeko State,Public,9.041771,9.476063
HF00857,Dutrini Health Post,Health Post,Olunumi,Wurkota,Uzojina Central,Uzojina State,Public,9.058125,8.672668
HF01039,Ngebaja Cottage Hospital,Cottage Hospital,Josmadu,Josmiba,Supwasa Central,Supwasa State,Private,10.533387,10.645043
HF01210,Gwotidu Comprehensive Health Centre,Comprehensive Health Centre,Sokmiwa,Daibewo,Agbkeko Central,Agbkeko State,Private,9.470118,9.360938
HF01292,Uzomali Health Post,Health Post,Supdesa,Enumija,Agbkeko South,Agbkeko State,Faith-based,10.576886,10.268479
HF00452,Uzonudu Primary Health Centre,Primary Health Centre,Okelaja,Daishako,Agbzatu South,Agbzatu State,Public,7.60869,8.8218
HF00643,Enutsina Health Post,Health Post,Ibayoja,Tamlufa-East,Tivbetu South,Tivbetu State,Public,8.643686,10.631172
HF00520,Kadmatu General Hospital,General Hospital,Supbena,Agbzawa-South LGA,Tivbetu North,Tivbetu State,Private,8.310584,9.836605
HF00598,Baumita Primary Health Centre,Primary Health Centre,Katlatu,Agblasa,Tivbetu Central,Tivbetu State,Public,7.280791,10.216623
HF01192,Kukyole Primary Health Centre,Primary Health Centre,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Public,10.199928,8.977081
HF01258,Wurrari Comprehensive Health Centre,Comprehensive Health Centre,Birjili,Daibama LGA,Agbkeko Central,Agbkeko State,Public,9.393802,9.979997
HF00538,Dailana Comprehensive Health Centre,Comprehensive Health Centre,Yelwana,Uzoberi,Tivbetu North,Tivbetu State,Public,8.666693,10.397508
HF00100,Okewama Health Post,Health Post,Gwosani,Yelkefa,Kukrima Central,Kukrima State,Public,7.586489,9.539469
HF00113,Tamnuni Health Post,Health Post,Banmashi,Lokbaru,Kukrima Central,Kukrima State,Public,"6°58'01.8""E","10°02'07.3""N"
HF00005,Yelluko Cottage Hospital,Cottage Hospital,Olumadu,Maltsimi,Kukrima North,Kukrima State,Public,6.219923,9.464022
HF00042,Yobtiko Primary Health Centre,Primary Health Centre,Ibarija,Riylude-North LGA,Kukrima North,Kukrima State,Public,6.549921,9.746958
HF00052,Adetija Primary Health Centre,Primary Health Centre,Wurjimi,Irolufa LGA,Kukrima North,Kukrima State,Public,6.104447,9.650465
HF00363,Nasrimi Primary Health Centre,Primary Health Centre,Tivlana,Lokmata,Agbzatu Central,Agbzatu State,Public,6.327128,8.744952
HF00896,Malluli Comprehensive Health Centre,Comprehensive Health Centre,Lokyofa,LOKSAYI,Uzojina South,Uzojina State,Public,8.390438,8.815405
HF00004,Oluyoja Health Post,Health Post,Katzano,Maltsimi,Kukrima North,Kukrima State,Public,6.201218,9.424269
HF00153,Nasshami Primary Health Centre,Primary Health Centre,Hanluta,Wurmashi,Kukrima Central,Kukrima State,Public,7.39,10.09
HF01170,Kukdesa Primary Health Centre,Primary Health Centre,Shangodu,Ngenuta-Central,Agbkeko North,Agbkeko State,Public,10.296369,8.727731
HF00147,Katkoli Primary Health Centre,Primary Health Centre,Banrija,Wurmashi,Kukrima Central,Kukrima State,Public,7.076038,10.222401
HF00091,Ekemiwa Primary Health Centre,Primary Health Centre,Ekerini,Yelkefa ,Kukrima Central,Kukrima State,Public,7.33846,9.544489
HF01156,Oluzama Health Post,Health Post,Tivdewo,Jostile ,Agbkeko North,Agbkeko State,Public,9.846378,9.486986
HF00195,Okeriru Cottage Hospital,Cottage Hospital,Zamkono,Umumitu,Kukrima South,Kukrima State,Private,"6°38'34.7""E","10°54'45.0""N"
HF01235,Daingowo General Hospital,General Hospital,Gwobeno,Hanjile,Agbkeko Central,Agbkeko State,Public,9.664444,9.539778
HF01149,Sokyole Primary Health Centre,Primary Health Centre,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Public,10.454715,9.335704
HF00862,Dairata Primary Health Centre,Primary Health Centre,Ekebawa,Wurkota,Uzojina Central,Uzojina State,Public,9.257766,8.798446
HF00536,Enumiri Comprehensive Health Centre,Comprehensive Health Centre,Duttsita,Uzoberi,Tivbetu North,Tivbetu State,Private,8.732364,10.241774
HF00105,Yelzade Health Post,Health Post,Banluma,Yelkefa,Kukrima Central,Kukrima State,Public,7.560141,9.684515
HF00550,Hankeko Comprehensive Health Centre,Comprehensive Health Centre,Ekebemi,Malbawo-Central,Tivbetu North,Tivbetu State,Public,7.718681,9.53098
HF00600,Supnale Primary Health Centre,Primary Health Centre,Daikema,Agblasa,Tivbetu Central,Tivbetu State,Private,7.550657,10.253187
HF00566,Bantsimi Primary Health Centre,Primary Health Centre,Oluyoko,Ibajija-South,Tivbetu Central,Tivbetu State,Public,7.119101,10.99749
HF01259,Ekerami Primary Health Centre,Primary Health Centre,Riytsina,Zamjidu ,Agbkeko Central,Agbkeko State,Public,9.555371,10.111013
HF00644,Enunudu Health Post,Health Post,Ibayoja,Tamlufa-East,Tivbetu South,Tivbetu State,Public,8.719519,10.689064
HF00649,Enuride Primary Health Centre,Primary Health Centre,Katduba,Tamlufa-East,Tivbetu South,Tivbetu State,Private,8.787756,10.695032
HF00255,Yobtitu Primary Health Centre,Primary Health Centre,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,7.826075,8.349803
HF00873,Fundefa Primary Health Centre,Primary Health Centre,Kukmiyi,Olubani-South,Uzojina South,Uzojina State,Public,8.109248,8.406026
HF00746,Yelberu Primary Health Centre,Primary Health Centre,Bausako,NASYOTU,Uzojina North,Uzojina State,Private,8.682355,8.102501
HF00311,Shashaba Primary Health Centre,Primary Health Centre,Gwonade,Josduri-South,Agbzatu North,Agbzatu State,Faith-based,7.694136,7.57436
HF00774,Shakoyi Comprehensive Health Centre,Comprehensive Health Centre,Uzosawo,Tamluni,Uzojina North,Uzojina State,Public,8.572348,7.956988
HF00749,Ekengona Primary Health Centre,Primary Health Centre,Kuknadu,Nasyotu,Uzojina North,Uzojina State,Public,8.850089,7.919349
HF01206,Ibatiba Comprehensive Health Centre,Comprehensive Health Centre,Sokbedu,Daibewo,Agbkeko Central,Agbkeko State,Public,9.368564,9.181111
HF00445,Hanketu Primary Health Centre,Primary Health Centre,Malkori,Agbngoru,Agbzatu South,Agbzatu State,Public,7.716927,8.49926
HF00879,Shawasa Health Post,Health Post,Wurlutu,Olubani-South ,Uzojina South,Uzojina State,Private,8.458121,8.495552
HF00930,Wuryoni General Hospital,General Hospital,Tivtsisa,Zamberi-North,Uzojina South,Uzojina State,Public,8.523822,8.910009
HF00978,Shamaja Health Post,Health Post,Sokdeba,Zambani,Supwasa Central,Supwasa State,Public,9.848304,11.03691
HF00192,Funnani Primary Health Centre,Primary Health Centre,Tivsawo,Umumitu,Kukrima South,Kukrima State,Public,6.552121,10.794518
HF00499,Baumima Health Post,Health Post,Kukbeja,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.99139,9.912396
HF00747,Umutimi Health Post,Health Post,Bausako,Nasyotu,Uzojina North,Uzojina State,Public,8.806199,7.998375
HF01094,Kadrija Health Post,Health Post,Yelngomi,Baumiru,Supwasa South,Supwasa State,Public,8.998953,11.399235
HF00534,Olubawa Cottage Hospital,Cottage Hospital,Ekebewa,Uzoberi,Tivbetu North,Tivbetu State,Public,8.498951,10.387755
HF00313,Ekebesa Health Post,Health Post,Gwonade,Josduri-South LGA,Agbzatu North,Agbzatu State,Public,7.639672,7.535651
HF01063,Kadnana Cottage Hospital,Cottage Hospital,Banluwa,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.828417,10.937464
HF00834,Josyori Primary Health Centre,Primary Health Centre,Yobbafa,Yeltsina LGA,Uzojina Central,Uzojina State,Private,9.757267,8.792874
HF00047,Dainuwo Comprehensive Health Centre,Comprehensive Health Centre,Tamyowa,Irolufa,Kukrima North,Kukrima State,Private,5.913583,9.778972
HF00845,Uzobesa Primary Health Centre,Primary Health Centre,Gwoyowo,Adelaja North,Uzojina Central,Uzojina State,Public,9.226196,8.565027
HF00009,Adekoshi Health Post,Health Post,Dutkoko,Maltsimi ,Kukrima North,Kukrima State,Public,6.287578,9.305531
HF00789,Hanshami Primary Health Centre,Primary Health Centre,Daitisa,Nassako-Central,Uzojina North,Uzojina State,Public,8.5302,7.653698
HF00839,Irodule Primary Health Centre,Primary Health Centre,Funwashi,Dutkeni,Uzojina Central,Uzojina State,Public,9.750554,8.734666
HF00090,Lokkeli Health Post,Health Post,Ekerini,Yelkefa,Kukrima Central,Kukrima State,Public,7.301828,9.47408
HF00128,Dutshari Health Post,Health Post,Jostsili,Tambemi,Kukrima Central,Kukrima State,Private,6.874655,9.673279
HF00276,Oketside Health Post,Health Post,Kukyoba,Malmaba,Agbzatu North,Agbzatu State,Public,7.544852,8.118132
HF00477,Supjisa Primary Health Centre,Primary Health Centre,Yobbeko,Ngetija,Agbzatu South,Agbzatu State,Public,7.72612,9.239025
HF00288,Kuklade General Hospital,General Hospital,Daisale,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.662236,7.486589
HF00519,Olurashi Primary Health Centre,Primary Health Centre,Supbena,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.357055,9.828162
HF00613,Irozako Health Post,Health Post,Riyshawa,Ironama,Tivbetu Central,Tivbetu State,Public,7.550008,10.72978
HF00501,Ademasa Primary Health Centre,Primary Health Centre,Zamlama,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.94622,10.19662
HF00595,Yelrawo Primary Health Centre,Primary Health Centre,Riyjiwo,Okerano-Central,Tivbetu Central,Tivbetu State,Public,-4.374758,11.376683
HF00694,Yelkele Health Post,Health Post,Dutrama,Adekowo,Tivbetu South,Tivbetu State,Public,8.459204,11.615395
HF00316,Adedema Health Post,Health Post,Sokshayi,Josduri-South,Agbzatu North,Agbzatu State,Public,7.621859,7.423601
HF00904,Agbludu Health Post,Health Post,Uzowadu,Hansatu,Uzojina South,Uzojina State,Public,9.34602,8.974446
HF00384,Adenuyi Primary Health Centre,Primary Health Centre,Kadjino,Enutifa,Agbzatu Central,Agbzatu State,Private,7.035096,7.921151
HF00360,Katkewa Health Post,Health Post,Funzako,IROSAJA,Agbzatu Central,Agbzatu State,Public,"6°39'58.4""E","8°02'24.0""N"
HF900899,Maltita Health Post,Health Post,Funkotu,Hansatu,Uzojina South,Uzojina State,Private,8.694335,9.05162
HF01236,Nasjile Comprehensive Health Centre,Comprehensive Health Centre,Gwobeno,Hanjile,Agbkeko Central,Agbkeko State,Public,9.687848,9.563436
HF00700,Ibayona Primary Health Centre,Primary Health Centre,Sokshano,Adekowo,Tivbetu South,Tivbetu State,Private,8.704254,11.603649
HF01227,Adesata Primary Health Centre,Primary Health Centre,Sharishi,Yobrifa-West,Agbkeko Central,Agbkeko State,Public,9.261461,9.688894
HF00763,Birbeta Health Post,Health Post,Riylale,Tamluni,Uzojina North,Uzojina State,Public,8.428366,7.816138
HF00012,Daiyode Health Post,Health Post,Maltsisa,Katmaba,Kukrima North,Kukrima State,Public,5.755545,9.381572
HF00075,Yelwadu Primary Health Centre,Primary Health Centre,Supnami,Ibabani,Kukrima North,Kukrima State,Public,6.385216,9.256285
HF00193,Shayowo Health Post,Health Post,Zamkono,Umumitu,Kukrima South,Kukrima State,Public,6.669691,10.941114
HF00177,Okeyotu Health Post,Health Post,Baujina,DAIZADE,Kukrima South,Kukrima State,Public,6.184442,10.395017
HF01057,Ngezashi Health Post,Health Post,Wurtsiwa,KATDUDU,Supwasa Central,Supwasa State,Private,10.01078,10.418029
HF00071,Irolali Primary Health Centre,Primary Health Centre,Sokdema,Shajima,Kukrima North,Kukrima State,Public,6.013656,9.452195
HF01209,Shatsiwa Health Post,Health Post,Shayoshi,Daibewo,Agbkeko Central,Agbkeko State,Public,9.397927,9.548282
HF00175,Uzokodu Primary Health Centre,Primary Health Centre,Yobzasa,Zamnuni-North,Kukrima South,Kukrima State,Public,6.9515,10.128821
HF00918,Oluladu Primary Health Centre,Primary Health Centre,Josmako,Banluwo,Uzojina South,Uzojina State,Public,8.776158,8.561835
HF01314,Joskode Primary Health Centre,Primary Health Centre,Oluzana,Zammiyi,Agbkeko South,Agbkeko State,Public,10.3036,10.09922
HF01086,Katrishi Primary Health Centre,Primary Health Centre,Baubama,Ekedeta-East,Supwasa South,Supwasa State,Public,9.553317,11.586868
HF00440,Birmide Primary Health Centre,Primary Health Centre,Enurita,Agbngoru,Agbzatu South,Agbzatu State,Public,,
HF01202,Lokjita Primary Health Centre,Primary Health Centre,Suptini,Daibewo,Agbkeko Central,Agbkeko State,Faith-based,9.335028,9.41156
HF01221,Tivjino General Hospital,General Hospital,Shaluja,Yobrifa-West,Agbkeko Central,Agbkeko State,Private,9.132241,9.639112
HF01298,Sokrishi Health Post,Health Post,Malludu,Enumija,Agbkeko South,Agbkeko State,Public,10.814573,10.149264
HF00008,Zamrili Health Post,Health Post,Dutkoko,Maltsimi,Kukrima North,Kukrima State,Public,6.31174,9.306027
HF00185,Irozaja Health Post,Health Post,Dainali,Daizade,Kukrima South,Kukrima State,Public,6.532454,10.528277
HF00387,Gworifa Primary Health Centre,Primary Health Centre,Birnushi,Enutifa ,Agbzatu Central,Agbzatu State,Public,7.121138,8.161883
HF00847,Uzotsisa Primary Health Centre,Primary Health Centre,Tambawa,Adelaja-North,Uzojina Central,Uzojina State,Public,9.411792,8.428875
HF00021,Joskowa Primary Health Centre,Primary Health Centre,Loklude,Uzoluni,Kukrima North,Kukrima State,Public,6.302085,8.752193
HF01315,Hannana Primary Health Centre,Primary Health Centre,Okewari,Zammiyi,Agbkeko South,Agbkeko State,Public,10.412017,10.296785
HF01040,Katnuna Primary Health Centre,Primary Health Centre,Josmadu,Josmiba,Supwasa Central,Supwasa State,Public,10.598331,10.657604
HF01140,Birmayi Primary Health Centre,Primary Health Centre,Ekeriri,Sokmiri,Agbkeko North,Agbkeko State,Public,9.654445,8.904026
HF01226,Riytima Primary Health Centre,Primary Health Centre,Sharishi,Yobrifa-West,Agbkeko Central,Agbkeko State,Public,9.324263,9.671112
HF00556,Gwokomi Health Post,Health Post,Sokdushi,Soktimi,Tivbetu North,Tivbetu State,Public,7.678294,10.061189
HF00179,Bantiwa Primary Health Centre,Primary Health Centre,Baujina,Daizade,Kukrima South,Kukrima State,Private,6.1876,10.385132
HF00176,Dutyona Health Post,Health Post,Riynushi,Zamnuni North,Kukrima South,Kukrima State,Private,6.94361,10.311698
HF01041,Katnuja Comprehensive Health Centre,Comprehensive Health Centre,Daiwana,Josmiba,Supwasa Central,Supwasa State,Faith-based,10.65345,10.460045
HF00138,Shasashi Primary Health Centre,Primary Health Centre,Malsana,Gwolama,Kukrima Central,Kukrima State,Public,7.003928,9.546265
HF00559,Tamjima Health Post,Health Post,Birtima,Soktimi,Tivbetu North,Tivbetu State,Public,7.562021,10.015408
HF00152,Yeljimi Comprehensive Health Centre,Comprehensive Health Centre,Hanluta,Wurmashi,Kukrima Central,Kukrima State,Public,7.327791,10.127443
HF00381,Ekeduna Primary Health Centre,Primary Health Centre,Soktiri,Dutzama,Agbzatu Central,Agbzatu State,Public,6.913649,7.926184
HF00526,Kuklata Health Post,Health Post,Kukmatu,Hansaba ,Tivbetu North,Tivbetu State,Private,8.473404,9.812121
HF00993,Kadmiba Primary Health Centre,Primary Health Centre,Irokoni,Zambani,Supwasa Central,Supwasa State,Public,10.183303,10.922474
HF00796,Maljiko Primary Health Centre,Primary Health Centre,Yelbeba,Tamwata-South,Uzojina Central,Uzojina State,Public,10.013204,8.337604
HF00812,Ngetifa Primary Health Centre,Primary Health Centre,Daizana,DAISHALI-CENTRAL,Uzojina Central,Uzojina State,Public,8.965216,8.403839
HF00222,Zamshana Primary Health Centre,Primary Health Centre,Nastili,Enumade-West,Kukrima South,Kukrima State,Public,6.510914,10.437259
HF00411,Ekeshari Cottage Hospital,Cottage Hospital,Zamlani,Iromashi,Agbzatu Central,Agbzatu State,Public,7.12557,8.411782
HF00072,Uzongotu Primary Health Centre,Primary Health Centre,Supnami,Ibabani,Kukrima North,Kukrima State,Public,6.377367,9.346238
HF00020,Tammile Primary Health Centre,Primary Health Centre,Loklude,Uzoluni,Kukrima North,Kukrima State,Public,6.299295,8.742118
HF00278,Shaluna Primary Health Centre,Primary Health Centre,Wurngowo,Malmaba,Agbzatu North,Agbzatu State,Public,7.726362,8.360954
HF00289,Wurkefa Health Post,Health Post,Daisale,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.727978,7.426917
HF00467,Funmita Health Post,Health Post,Kuklasa,UMUMAYI,Agbzatu South,Agbzatu State,Public,8.005198,9.242279
HF01113,Ngejiko Primary Health Centre,Primary Health Centre,Agbngode,Oluyofa,Supwasa South,Supwasa State,Public,9.1918,11.295959
HF00859,Adenaja Health Post,Health Post,Shaduni,Wurkota ,Uzojina Central,Uzojina State,Public,9.077686,8.660756
HF00417,Gwotimi Health Post,Health Post,Lokngoko,Oketsifa,Agbzatu South,Agbzatu State,Public,7.888151,8.462873
HF00037,Riytiwo Primary Health Centre,Primary Health Centre,Dutmidu,Riylude-North,Kukrima North,Kukrima State,Public,6.450128,9.845145
HF900052,Adetija PHC,Primary Health Centre,Wurjimi,Irolufa,Kukrima North,Kukrima State,Public,6.104447,9.650465
HF00367,Malmide Cottage Hospital,Cottage Hospital,Okewako,Lokmata,Agbzatu Central,Agbzatu State,Public,6.520543,8.651852
HF00095,Naskowa Health Post,Health Post,Hanlana,Yelkefa LGA,Kukrima Central,Kukrima State,Public,7.438632,9.50402
HF01166,Malwawa Primary Health Centre,Primary Health Centre,Agbmama,NGENUTA-CENTRAL,Agbkeko North,Agbkeko State,Public,10.21,8.57
HF00584,Shakena Health Post,Health Post,Tivzana,Irongori,Tivbetu Central,Tivbetu State,Public,7.802094,10.868916
HF01294,Wurmade Health Post,Health Post,Ekejini,Enumija,Agbkeko South,Agbkeko State,Public,10.698088,10.233503
HF01304,Iroriwa Health Post,Health Post,Gwodeja,Ngemidu,Agbkeko South,Agbkeko State,Faith-based,"10°09'18.7""E","9°46'15.6""N"
HF00771,Irolata Health Post,Health Post,Uzosawo,Tamluni,Uzojina North,Uzojina State,Public,8.484971,7.928792
HF00691,Zamrayi Comprehensive Health Centre,Comprehensive Health Centre,Shawaba,Nasdudu-North,Tivbetu South,Tivbetu State,Public,7.9556,11.535905
HF01035,Yobduru Health Post,Health Post,Gwonashi,Josmiba,Supwasa Central,Supwasa State,Private,10.405017,10.446018
HF01324,Supyoyi Primary Health Centre,Primary Health Centre,Yelshama,Gwodewo,Agbkeko South,Agbkeko State,Public,10.471842,9.915541
HF01095,Lokmisa Primary Health Centre,Primary Health Centre,Yelngomi,Baumiru,Supwasa South,Supwasa State,Public,8.932769,11.36894
HF00823,Wurjiwo Primary Health Centre,Primary Health Centre,Adetsidu,DaishaliCentral,Uzojina Central,Uzojina State,Public,9.305609,8.138822
HF00067,Josnuma Health Post,Health Post,Sokdema,Shajima,Kukrima North,Kukrima State,Public,5.961923,9.414439
HF00887,Hannuri Health Post,Health Post,Wurzano,Uzorisa,Uzojina South,Uzojina State,Public,8.604787,9.504081
HF00655,Josriyi Primary Health Centre,Primary Health Centre,Tivtimi,Ibamide LGA,Tivbetu South,Tivbetu State,Public,8.158438,11.213725
HF00422,Kuknuwo Cottage Hospital,Cottage Hospital,Kadmaja,Oketsifa,Agbzatu South,Agbzatu State,Public,-3.607123,8.644565
HF01320,Ibaludu Primary Health Centre,Primary Health Centre,Ngetsiko,Zammiyi,Agbkeko South,Agbkeko State,Private,10.540791,9.970152
HF01042,Yelnashi Health Post,Health Post,Wurngomi,Josmiba,Supwasa Central,Supwasa State,Public,10.733492,10.628218
HF00625,Riynayi Cottage Hospital,Cottage Hospital,Supsani,Daidefa,Tivbetu Central,Tivbetu State,Public,6.871031,10.936763
HF00321,Tivwayi Comprehensive Health Centre,Comprehensive Health Centre,Josbesa,Gwodele-South,Agbzatu North,Agbzatu State,Faith-based,7.979697,7.433514
HF00064,Oludule Health Post,Health Post,Aderita,Shajima,Kukrima North,Kukrima State,Private,5.922543,9.067566
HF00708,Ibanali Health Post,Health Post,Katdeno,Tivrafa-West,Uzojina North,Uzojina State,Faith-based,9.117929,7.780579
HF00908,Hanbani Primary Health Centre,Primary Health Centre,Hanwano,Agbridu West,Uzojina South,Uzojina State,Public,"8,224397","9,069231"
HF01125,Katngoni Health Post,Health Post,Naslawa,Tivmama,Supwasa South,Supwasa State,Private,9.468348,11.056699
HF01145,Umushawo Health Post,Health Post,Zamriru,Lokshasa,Agbkeko North,Agbkeko State,Public,10.421867,9.195991
HF00820,Naswatu Comprehensive Health Centre,Comprehensive Health Centre,Adewano,Daishali-Central,Uzojina Central,Uzojina State,Public,9.181705,8.385834
HF00198,Agbsama Health Post,Health Post,Banrana,Umumitu,Kukrima South,Kukrima State,Public,6.793319,11.020406
HF01219,Baukoyi Primary Health Centre,Primary Health Centre,Birriwa,YOBRIFA-WEST,Agbkeko Central,Agbkeko State,Public,9.104586,9.573868
HF00535,Uzoluwo Primary Health Centre,Primary Health Centre,Duttsita,Uzoberi,Tivbetu North,Tivbetu State,Public,8.674514,10.124574
HF00866,Lokriwo Primary Health Centre,Primary Health Centre,Lokkode,Tivngoba,Uzojina South,Uzojina State,Private,8.940091,8.94883
HF00139,Ekeyoma Health Post,Health Post,Ekeluwa,Gwolama,Kukrima Central,Kukrima State,Public,6.992913,9.328799
HF01200,Nasmili Health Post,Health Post,Adeketu,Daibewo,Agbkeko Central,Agbkeko State,Faith-based,9.307533,9.410747
HF00124,Shakeyi Primary Health Centre,Primary Health Centre,Wurdesa,Agbjide,Kukrima Central,Kukrima State,Public,6.850823,9.297858
HF00868,Olushawo Health Post,Health Post,Bantsitu,Tivngoba,Uzojina South,Uzojina State,Faith-based,9.031458,9.058523
HF00266,Kadlude Health Post,Health Post,Gwoyota,Agbmita,Agbzatu North,Agbzatu State,Public,8.122144,8.269106
HF01242,Zamkeni Health Post,Health Post,Irowani,Hanjile,Agbkeko Central,Agbkeko State,Public,9.89431,9.649259
HF00653,Dutbano General Hospital,General Hospital,Katnule,Ibamide,Tivbetu South,Tivbetu State,Public,8.08452,11.39746
HF00374,Shatina Cottage Hospital,Cottage Hospital,Uzotishi,Lokmata,Agbzatu Central,Agbzatu State,Public,6.716886,8.756201
HF00678,Tivshade Primary Health Centre,Primary Health Centre,Okemishi,Olujiwa ,Tivbetu South,Tivbetu State,Public,8.121102,10.705155
HF900565,Uzokele Health Post,Health Post,Ngemima,Ibajija-South,Tivbetu Central,Tivbetu State,Public,6.95688,10.872176
HF00555,Josritu Health Post,Health Post,Hanbafa,Malbawo-Central,Tivbetu North,Tivbetu State,Public,7.848479,9.616096
HF00658,Zamkedu General Hospital,General Hospital,Banrani,Ibamide,Tivbetu South,Tivbetu State,Public,8.1823,11.337864
HF00802,Wurmiko Health Post,Health Post,Uzoyodu,Tamwata-South,Uzojina Central,Uzojina State,Public,10.158177,8.413279
